Generert fra Tidsserie;;
;;
;;
;;
;;
;;
;;
;"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/BUAVATNET_TY1000_BE0102_A
[Meter]";"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/ORMSETVATN_TY1000_BE0102_A
[Meter]"
05/10/2019 22;328.72;386.82
05/10/2019 23;328.72;386.82
05/10/2019 24;328.74;386.82
06/10/2019 01;328.74;386.82
06/10/2019 02;328.74;386.82
06/10/2019 03;328.76;386.82
06/10/2019 04;328.76;386.82
06/10/2019 05;328.77;386.82
06/10/2019 06;328.77;386.82
06/10/2019 07;328.77;386.82
06/10/2019 08;328.79;386.80
06/10/2019 09;328.79;386.80
06/10/2019 10;328.79;386.77
06/10/2019 11;328.79;386.77
06/10/2019 12;328.81;386.75
06/10/2019 13;328.81;386.75
06/10/2019 14;328.81;386.75
06/10/2019 15;328.83;386.73
06/10/2019 16;328.83;386.73
06/10/2019 17;328.83;386.73
06/10/2019 18;328.83;386.71
06/10/2019 19;328.85;386.71
06/10/2019 20;328.85;386.71
06/10/2019 21;328.85;386.71
06/10/2019 22;328.85;386.71
06/10/2019 23;328.87;386.71
06/10/2019 24;328.87;386.71
07/10/2019 01;328.88;386.71
07/10/2019 02;328.88;386.71
07/10/2019 03;328.88;386.71
07/10/2019 04;328.88;386.71
07/10/2019 05;328.90;386.71
07/10/2019 06;328.90;386.71
07/10/2019 07;328.90;386.71
07/10/2019 08;328.90;386.69
07/10/2019 09;328.92;386.68
07/10/2019 10;328.92;386.68
07/10/2019 11;328.93;386.66
07/10/2019 12;328.93;386.64
07/10/2019 13;328.94;386.64
07/10/2019 14;328.94;386.64
07/10/2019 15;328.94;386.64
07/10/2019 16;328.94;386.62
07/10/2019 17;328.96;386.60
07/10/2019 18;328.96;386.60
07/10/2019 19;328.97;386.60
07/10/2019 20;328.97;386.58
07/10/2019 21;328.97;386.58
07/10/2019 22;328.97;386.55
07/10/2019 23;328.99;386.55
07/10/2019 24;328.99;386.55
08/10/2019 01;328.99;386.55
08/10/2019 02;328.99;386.55
08/10/2019 03;328.99;386.55
08/10/2019 04;329.01;386.55
08/10/2019 05;329.01;386.55
08/10/2019 06;329.01;386.55
08/10/2019 07;329.01;386.55
08/10/2019 08;329.03;386.53
08/10/2019 09;329.03;386.53
08/10/2019 10;329.03;386.51
08/10/2019 11;329.04;386.52
08/10/2019 12;329.05;386.52
08/10/2019 13;329.05;386.52
08/10/2019 14;329.05;386.49
08/10/2019 15;329.05;386.49
08/10/2019 16;329.05;386.49
08/10/2019 17;329.07;386.47
08/10/2019 18;329.07;386.44
08/10/2019 19;329.07;386.44
08/10/2019 20;329.08;386.44
08/10/2019 21;329.08;386.44
08/10/2019 22;329.08;386.44
08/10/2019 23;329.08;386.44
08/10/2019 24;329.07;386.44
09/10/2019 01;328.95;386.47
09/10/2019 02;328.83;386.45
09/10/2019 03;328.72;386.45
09/10/2019 04;328.71;386.47
09/10/2019 05;328.72;386.47
09/10/2019 06;328.72;386.47
09/10/2019 07;328.72;386.47
09/10/2019 08;328.74;386.47
09/10/2019 09;328.74;386.47
09/10/2019 10;328.74;386.47
09/10/2019 11;328.74;386.47
09/10/2019 12;328.75;386.47
09/10/2019 13;328.75;386.47
09/10/2019 14;328.76;386.47
09/10/2019 15;328.76;386.47
09/10/2019 16;328.76;386.47
09/10/2019 17;328.77;386.47
09/10/2019 18;328.77;386.47
09/10/2019 19;328.77;386.47
09/10/2019 20;328.77;386.47
09/10/2019 21;328.77;386.47
09/10/2019 22;328.77;386.47
09/10/2019 23;328.79;386.47
09/10/2019 24;328.79;386.47
10/10/2019 01;328.79;386.47
10/10/2019 02;328.79;386.47
10/10/2019 03;328.79;386.47
10/10/2019 04;328.79;386.47
10/10/2019 05;328.81;386.47
10/10/2019 06;328.81;386.47
10/10/2019 07;328.81;386.47
10/10/2019 08;328.81;386.47
10/10/2019 09;328.81;386.47
10/10/2019 10;328.81;386.47
10/10/2019 11;328.81;386.47
10/10/2019 12;328.83;386.47
10/10/2019 13;328.83;386.47
10/10/2019 14;328.83;386.47
10/10/2019 15;328.83;386.47
10/10/2019 16;328.83;386.47
10/10/2019 17;328.83;386.47
10/10/2019 18;328.85;386.47
10/10/2019 19;328.85;386.47
10/10/2019 20;328.85;386.47
10/10/2019 21;328.85;386.47
10/10/2019 22;328.85;386.47
10/10/2019 23;328.85;386.47
10/10/2019 24;328.87;386.47
11/10/2019 01;328.87;386.47
11/10/2019 02;328.87;386.47
11/10/2019 03;328.88;386.47
11/10/2019 04;328.88;386.47
11/10/2019 05;328.88;386.47
11/10/2019 06;328.88;386.47
11/10/2019 07;328.88;386.47
11/10/2019 08;328.89;386.47
11/10/2019 09;328.89;386.47
11/10/2019 10;328.90;386.47
11/10/2019 11;328.90;386.47
11/10/2019 12;328.90;386.47
11/10/2019 13;328.90;386.47
11/10/2019 14;328.90;386.47
11/10/2019 15;328.90;386.47
11/10/2019 16;328.90;386.47
11/10/2019 17;328.90;386.47
11/10/2019 18;328.92;386.47
11/10/2019 19;328.92;386.47
11/10/2019 20;328.92;386.47
11/10/2019 21;328.92;386.47
11/10/2019 22;328.92;386.47
11/10/2019 23;328.92;386.47
11/10/2019 24;328.94;386.47
12/10/2019 01;328.94;386.47
12/10/2019 02;328.94;386.47
12/10/2019 03;328.94;386.47
12/10/2019 04;328.94;386.47
12/10/2019 05;328.94;386.47
12/10/2019 06;328.94;386.47
12/10/2019 07;328.96;386.47
12/10/2019 08;328.96;386.47
12/10/2019 09;328.96;386.47
12/10/2019 10;328.97;386.47
12/10/2019 11;328.97;386.47
12/10/2019 12;328.97;386.47
12/10/2019 13;328.97;386.47
12/10/2019 14;328.97;386.47
12/10/2019 15;328.97;386.47
12/10/2019 16;328.97;386.47
12/10/2019 17;328.99;386.47
12/10/2019 18;328.99;386.47
12/10/2019 19;328.99;386.47
12/10/2019 20;328.99;386.47
12/10/2019 21;328.99;386.47
12/10/2019 22;328.99;386.47
12/10/2019 23;328.93;386.47
12/10/2019 24;328.80;386.47
13/10/2019 01;328.69;386.49
13/10/2019 02;328.57;386.47
13/10/2019 03;328.45;386.50
13/10/2019 04;328.33;386.50
13/10/2019 05;328.25;386.50
13/10/2019 06;328.22;386.50
13/10/2019 07;328.24;386.50
13/10/2019 08;328.24;386.50
13/10/2019 09;328.24;386.50
13/10/2019 10;328.25;386.50
13/10/2019 11;328.26;386.50
13/10/2019 12;328.26;386.50
13/10/2019 13;328.26;386.50
13/10/2019 14;328.26;386.50
13/10/2019 15;328.28;386.50
13/10/2019 16;328.28;386.50
13/10/2019 17;328.30;386.50
13/10/2019 18;328.30;386.50
13/10/2019 19;328.30;386.50
13/10/2019 20;328.32;386.50
13/10/2019 21;328.32;386.50
13/10/2019 22;328.34;386.50
13/10/2019 23;328.34;386.50
13/10/2019 24;328.36;386.50
14/10/2019 01;328.36;386.50
14/10/2019 02;328.37;386.50
14/10/2019 03;328.37;386.50
14/10/2019 04;328.37;386.50
14/10/2019 05;328.39;386.50
14/10/2019 06;328.39;386.50
14/10/2019 07;328.39;386.50
14/10/2019 08;328.41;386.50
14/10/2019 09;328.41;386.50
14/10/2019 10;328.41;386.48
14/10/2019 11;328.43;386.48
14/10/2019 12;328.43;386.48
14/10/2019 13;328.44;386.44
14/10/2019 14;328.44;386.44
14/10/2019 15;328.45;386.44
14/10/2019 16;328.45;386.42
14/10/2019 17;328.46;386.42
14/10/2019 18;328.46;386.40
14/10/2019 19;328.46;386.40
14/10/2019 20;328.48;386.40
14/10/2019 21;328.48;386.40
14/10/2019 22;328.48;386.40
14/10/2019 23;328.48;386.40
14/10/2019 24;328.50;386.40
15/10/2019 01;328.50;386.40
15/10/2019 02;328.50;386.40
15/10/2019 03;328.50;386.40
15/10/2019 04;328.52;386.40
15/10/2019 05;328.52;386.40
15/10/2019 06;328.52;386.40
15/10/2019 07;328.52;386.38
15/10/2019 08;328.54;386.36
15/10/2019 09;328.54;386.36
15/10/2019 10;328.54;386.36
15/10/2019 11;328.54;386.36
15/10/2019 12;328.55;386.32
15/10/2019 13;328.56;386.32
15/10/2019 14;328.56;386.32
15/10/2019 15;328.56;386.30
15/10/2019 16;328.57;386.30
15/10/2019 17;328.57;386.27
15/10/2019 18;328.57;386.27
15/10/2019 19;328.57;386.27
15/10/2019 20;328.57;386.27
15/10/2019 21;328.59;386.27
15/10/2019 22;328.59;386.27
15/10/2019 23;328.59;386.27
15/10/2019 24;328.59;386.27
16/10/2019 01;328.59;386.27
16/10/2019 02;328.59;386.27
16/10/2019 03;328.61;386.27
16/10/2019 04;328.61;386.27
16/10/2019 05;328.61;386.27
16/10/2019 06;328.61;386.27
16/10/2019 07;328.61;386.25
16/10/2019 08;328.61;386.25
16/10/2019 09;328.63;386.23
16/10/2019 10;328.63;386.21
16/10/2019 11;328.63;386.21
16/10/2019 12;328.63;386.21
16/10/2019 13;328.63;386.21
16/10/2019 14;328.63;386.19
16/10/2019 15;328.65;386.19
16/10/2019 16;328.65;386.17
16/10/2019 17;328.65;386.17
16/10/2019 18;328.66;386.17
16/10/2019 19;328.66;386.14
16/10/2019 20;328.66;386.14
16/10/2019 21;328.66;386.14
16/10/2019 22;328.66;386.14
16/10/2019 23;328.68;386.14
16/10/2019 24;328.68;386.14
17/10/2019 01;328.68;386.14
17/10/2019 02;328.68;386.14
17/10/2019 03;328.70;386.14
17/10/2019 04;328.70;386.14
17/10/2019 05;328.70;386.14
17/10/2019 06;328.70;386.14
17/10/2019 07;328.72;386.14
17/10/2019 08;328.72;386.12
17/10/2019 09;328.73;386.12
17/10/2019 10;328.74;386.12
17/10/2019 11;328.74;386.10
17/10/2019 12;328.75;386.10
17/10/2019 13;328.76;386.08
17/10/2019 14;328.76;386.08
17/10/2019 15;328.77;386.08
17/10/2019 16;328.77;386.06
17/10/2019 17;328.77;386.06
17/10/2019 18;328.79;386.03
17/10/2019 19;328.79;386.03
17/10/2019 20;328.79;386.03
17/10/2019 21;328.79;386.03
17/10/2019 22;328.81;386.03
17/10/2019 23;328.81;386.03
17/10/2019 24;328.81;386.03
18/10/2019 01;328.81;386.03
18/10/2019 02;328.83;386.03
18/10/2019 03;328.83;386.03
18/10/2019 04;328.83;386.03
18/10/2019 05;328.83;386.03
18/10/2019 06;328.85;386.03
18/10/2019 07;328.85;386.03
18/10/2019 08;328.86;386.03
18/10/2019 09;328.86;386.03
18/10/2019 10;328.86;386.03
18/10/2019 11;328.87;386.03
18/10/2019 12;328.87;386.03
18/10/2019 13;328.88;386.03
18/10/2019 14;328.88;386.03
18/10/2019 15;328.88;386.03
18/10/2019 16;328.88;386.03
18/10/2019 17;328.90;386.03
18/10/2019 18;328.90;386.03
18/10/2019 19;328.90;386.03
18/10/2019 20;328.90;386.03
18/10/2019 21;328.90;386.03
18/10/2019 22;328.92;386.03
18/10/2019 23;328.92;386.03
18/10/2019 24;328.92;386.03
19/10/2019 01;328.92;386.03
19/10/2019 02;328.92;386.03
19/10/2019 03;328.92;386.03
19/10/2019 04;328.94;386.03
19/10/2019 05;328.94;386.03
19/10/2019 06;328.94;386.06
19/10/2019 07;328.94;386.06
19/10/2019 08;328.94;386.06
19/10/2019 09;328.96;386.06
19/10/2019 10;328.96;386.06
19/10/2019 11;328.96;386.06
19/10/2019 12;328.97;386.06
19/10/2019 13;328.97;386.06
19/10/2019 14;328.97;386.06
19/10/2019 15;328.97;386.06
19/10/2019 16;328.97;386.06
19/10/2019 17;328.99;386.06
19/10/2019 18;328.99;386.06
19/10/2019 19;328.99;386.06
19/10/2019 20;328.99;386.06
19/10/2019 21;329.00;386.06
19/10/2019 22;329.00;386.06
19/10/2019 23;328.90;386.06
19/10/2019 24;328.79;386.06
20/10/2019 01;328.67;386.08
20/10/2019 02;328.55;386.06
20/10/2019 03;328.43;386.08
20/10/2019 04;328.31;386.08
20/10/2019 05;328.24;386.08
20/10/2019 06;328.24;386.08
20/10/2019 07;328.24;386.08
20/10/2019 08;328.24;386.08
20/10/2019 09;328.24;386.08
20/10/2019 10;328.25;386.08
20/10/2019 11;328.25;386.08
20/10/2019 12;328.25;386.08
20/10/2019 13;328.26;386.08
20/10/2019 14;328.26;386.08
20/10/2019 15;328.26;386.08
20/10/2019 16;328.26;386.08
20/10/2019 17;328.26;386.08
20/10/2019 18;328.26;386.08
20/10/2019 19;328.28;386.08
20/10/2019 20;328.28;386.08
20/10/2019 21;328.28;386.08
20/10/2019 22;328.28;386.08
20/10/2019 23;328.28;386.08
20/10/2019 24;328.24;386.08
21/10/2019 01;328.18;386.11
21/10/2019 02;328.10;386.08
21/10/2019 03;328.01;386.11
21/10/2019 04;327.98;386.11
21/10/2019 05;328.00;386.11
21/10/2019 06;328.00;386.11
21/10/2019 07;328.00;386.08
21/10/2019 08;328.01;386.08
21/10/2019 09;328.01;386.08
21/10/2019 10;328.01;386.06
21/10/2019 11;328.01;386.06
21/10/2019 12;328.02;386.03
21/10/2019 13;328.02;386.03
21/10/2019 14;328.03;386.01
21/10/2019 15;328.03;386.01
21/10/2019 16;328.03;385.99
21/10/2019 17;328.03;385.99
21/10/2019 18;328.03;385.99
21/10/2019 19;328.03;385.97
21/10/2019 20;328.03;385.97
21/10/2019 21;328.03;385.97
21/10/2019 22;328.05;385.97
21/10/2019 23;328.02;385.97
21/10/2019 24;327.99;385.99
22/10/2019 01;327.95;385.97
22/10/2019 02;327.91;385.97
22/10/2019 03;327.87;385.99
22/10/2019 04;327.83;385.99
22/10/2019 05;327.82;385.99
22/10/2019 06;327.84;385.99
22/10/2019 07;327.85;385.99
22/10/2019 08;327.86;385.99
22/10/2019 09;327.88;386.01
22/10/2019 10;327.90;386.01
22/10/2019 11;327.90;386.01
22/10/2019 12;327.93;386.01
22/10/2019 13;327.93;386.03
22/10/2019 14;327.96;386.03
22/10/2019 15;327.97;386.03
22/10/2019 16;327.98;386.01
22/10/2019 17;328.00;386.03
22/10/2019 18;328.00;386.01
22/10/2019 19;328.02;386.03
22/10/2019 20;328.03;386.01
22/10/2019 21;328.05;386.01
22/10/2019 22;328.05;386.01
22/10/2019 23;328.06;386.01
22/10/2019 24;328.05;386.01
23/10/2019 01;328.02;386.03
23/10/2019 02;327.99;386.03
23/10/2019 03;327.95;386.03
23/10/2019 04;327.92;386.03
23/10/2019 05;327.89;386.03
23/10/2019 06;327.85;386.03
23/10/2019 07;327.82;386.03
23/10/2019 08;327.79;386.08
23/10/2019 09;327.75;386.06
23/10/2019 10;327.72;386.08
23/10/2019 11;327.73;386.08
23/10/2019 12;327.74;386.08
23/10/2019 13;327.75;386.08
23/10/2019 14;327.77;386.08
23/10/2019 15;327.77;386.08
23/10/2019 16;327.80;386.08
23/10/2019 17;327.82;386.08
23/10/2019 18;327.83;386.08
23/10/2019 19;327.85;386.08
23/10/2019 20;327.87;386.08
23/10/2019 21;327.89;386.08
23/10/2019 22;327.91;386.10
23/10/2019 23;327.93;386.10
23/10/2019 24;327.94;386.10
24/10/2019 01;327.96;386.10
24/10/2019 02;327.98;386.10
24/10/2019 03;328.00;386.10
24/10/2019 04;328.02;386.10
24/10/2019 05;328.04;386.10
24/10/2019 06;328.06;386.10
24/10/2019 07;328.08;386.10
24/10/2019 08;328.08;386.10
24/10/2019 09;328.11;386.10
24/10/2019 10;328.13;386.10
24/10/2019 11;328.14;386.10
24/10/2019 12;328.16;386.10
24/10/2019 13;328.17;386.12
24/10/2019 14;328.19;386.10
24/10/2019 15;328.19;386.12
24/10/2019 16;328.21;386.12
24/10/2019 17;328.23;386.12
24/10/2019 18;328.23;386.12
24/10/2019 19;328.25;386.12
24/10/2019 20;328.26;386.12
24/10/2019 21;328.28;386.12
24/10/2019 22;328.28;386.12
24/10/2019 23;328.20;386.12
24/10/2019 24;328.08;386.12
25/10/2019 01;327.97;386.14
25/10/2019 02;327.84;386.14
25/10/2019 03;327.72;386.14
25/10/2019 04;327.60;386.17
25/10/2019 05;327.58;386.17
25/10/2019 06;327.59;386.17
25/10/2019 07;327.61;386.17
25/10/2019 08;327.63;386.17
25/10/2019 09;327.64;386.17
25/10/2019 10;327.66;386.19
25/10/2019 11;327.68;386.19
25/10/2019 12;327.70;386.19
25/10/2019 13;327.70;386.19
25/10/2019 14;327.74;386.19
25/10/2019 15;327.77;386.19
25/10/2019 16;327.79;386.19
25/10/2019 17;327.82;386.21
25/10/2019 18;327.85;386.21
25/10/2019 19;327.89;386.21
25/10/2019 20;327.92;386.21
25/10/2019 21;327.95;386.21
25/10/2019 22;327.98;386.23
25/10/2019 23;327.93;386.23
25/10/2019 24;327.87;386.23
26/10/2019 01;327.81;386.26
26/10/2019 02;327.75;386.26
26/10/2019 03;327.69;386.26
26/10/2019 04;327.63;386.26
26/10/2019 05;327.56;386.28
26/10/2019 06;327.50;386.28
26/10/2019 07;327.52;386.28
26/10/2019 08;327.56;386.28
26/10/2019 09;327.58;386.28
26/10/2019 10;327.60;386.28
26/10/2019 11;327.62;386.28
26/10/2019 12;327.64;386.28
26/10/2019 13;327.66;386.28
26/10/2019 14;327.68;386.28
26/10/2019 15;327.70;386.28
26/10/2019 16;327.72;386.28
26/10/2019 17;327.74;386.28
26/10/2019 18;327.75;386.28
26/10/2019 19;327.77;386.28
26/10/2019 20;327.79;386.28
26/10/2019 21;327.79;386.28
26/10/2019 22;327.82;386.28
26/10/2019 23;327.84;386.28
26/10/2019 24;327.85;386.28
27/10/2019 01;327.86;386.28
27/10/2019 02;327.80;386.28
27/10/2019 03;327.69;386.30
27/10/2019 04;327.57;386.34
27/10/2019 05;327.46;386.32
27/10/2019 06;327.47;386.32
27/10/2019 07;327.49;386.32
27/10/2019 08;327.51;386.35
27/10/2019 09;327.52;386.35
27/10/2019 10;327.52;386.35
27/10/2019 11;327.55;386.35
27/10/2019 12;327.55;386.35
27/10/2019 13;327.57;386.35
27/10/2019 14;327.60;386.35
27/10/2019 15;327.61;386.35
27/10/2019 16;327.61;386.35
27/10/2019 17;327.64;386.35
27/10/2019 18;327.64;386.35
27/10/2019 19;327.67;386.35
27/10/2019 20;327.68;386.35
27/10/2019 21;327.68;386.35
27/10/2019 22;327.71;386.35
27/10/2019 23;327.72;386.35
27/10/2019 24;327.74;386.35
28/10/2019 01;327.75;386.37
28/10/2019 02;327.75;386.37
28/10/2019 03;327.78;386.37
28/10/2019 04;327.79;386.37
28/10/2019 05;327.79;386.37
28/10/2019 06;327.81;386.37
28/10/2019 07;327.83;386.37
28/10/2019 08;327.83;386.37
28/10/2019 09;327.85;386.37
28/10/2019 10;327.87;386.37
28/10/2019 11;327.88;386.37
28/10/2019 12;327.88;386.37
28/10/2019 13;327.90;386.38
28/10/2019 14;327.91;386.38
28/10/2019 15;327.93;386.38
28/10/2019 16;327.94;386.38
28/10/2019 17;327.95;386.38
28/10/2019 18;327.95;386.38
28/10/2019 19;327.97;386.38
28/10/2019 20;327.99;386.38
28/10/2019 21;327.99;386.38
28/10/2019 22;328.01;386.38
28/10/2019 23;328.01;386.38
28/10/2019 24;328.04;386.40
29/10/2019 01;328.05;386.40
29/10/2019 02;328.06;386.40
29/10/2019 03;328.06;386.40
29/10/2019 04;328.08;386.40
29/10/2019 05;328.08;386.40
29/10/2019 06;328.11;386.40
29/10/2019 07;328.12;386.40
29/10/2019 08;328.12;386.40
29/10/2019 09;328.14;386.40
29/10/2019 10;328.15;386.40
29/10/2019 11;328.16;386.40
29/10/2019 12;328.17;386.40
29/10/2019 13;328.17;386.40
29/10/2019 14;328.19;386.40
29/10/2019 15;328.19;386.40
29/10/2019 16;328.21;386.40
29/10/2019 17;328.23;386.40
29/10/2019 18;328.23;386.40
29/10/2019 19;328.25;386.40
29/10/2019 20;328.26;386.40
29/10/2019 21;328.26;386.40
29/10/2019 22;328.29;386.40
29/10/2019 23;328.29;386.42
29/10/2019 24;328.31;386.42
30/10/2019 01;328.32;386.42
30/10/2019 02;328.32;386.42
30/10/2019 03;328.35;386.42
30/10/2019 04;328.36;386.42
30/10/2019 05;328.37;386.42
30/10/2019 06;328.39;386.42
30/10/2019 07;328.39;386.44
30/10/2019 08;328.41;386.44
30/10/2019 09;328.43;386.44
30/10/2019 10;328.45;386.44
30/10/2019 11;328.47;386.44
30/10/2019 12;328.49;386.44
30/10/2019 13;328.51;386.42
30/10/2019 14;328.55;386.42
30/10/2019 15;328.59;386.42
30/10/2019 16;328.65;386.42
30/10/2019 17;328.72;386.42
30/10/2019 18;328.80;386.45
30/10/2019 19;328.91;386.45
30/10/2019 20;329.02;386.48
30/10/2019 21;329.10;386.48
30/10/2019 22;329.16;386.50
30/10/2019 23;329.18;386.50
30/10/2019 24;329.18;386.50
31/10/2019 01;329.17;386.55
31/10/2019 02;329.15;386.55
31/10/2019 03;329.13;386.55
31/10/2019 04;329.10;386.57
31/10/2019 05;329.06;386.59
31/10/2019 06;329.02;386.59
31/10/2019 07;328.98;386.59
31/10/2019 08;328.93;386.61
31/10/2019 09;328.87;386.61
31/10/2019 10;328.82;386.61
31/10/2019 11;328.76;386.65
31/10/2019 12;328.70;386.65
31/10/2019 13;328.67;386.65
31/10/2019 14;328.73;386.65
31/10/2019 15;328.78;386.65
31/10/2019 16;328.82;386.65
31/10/2019 17;328.87;386.65
31/10/2019 18;328.92;386.67
31/10/2019 19;328.96;386.67
31/10/2019 20;329.01;386.67
31/10/2019 21;329.05;386.67
31/10/2019 22;329.09;386.67
31/10/2019 23;329.12;386.67
31/10/2019 24;329.08;386.67
01/11/2019 01;329.04;386.69
01/11/2019 02;328.99;386.69
01/11/2019 03;328.94;386.69
01/11/2019 04;328.90;386.71
01/11/2019 05;328.85;386.71
01/11/2019 06;328.87;386.71
01/11/2019 07;328.91;386.71
01/11/2019 08;328.94;386.71
01/11/2019 09;328.97;386.71
01/11/2019 10;329.00;386.73
01/11/2019 11;329.03;386.73
01/11/2019 12;329.07;386.73
01/11/2019 13;329.10;386.73
01/11/2019 14;329.13;386.73
01/11/2019 15;329.16;386.73
01/11/2019 16;329.19;386.73
01/11/2019 17;329.22;386.73
01/11/2019 18;329.25;386.73
01/11/2019 19;329.28;386.73
01/11/2019 20;329.31;386.73
01/11/2019 21;329.34;386.73
01/11/2019 22;329.37;386.73
01/11/2019 23;329.39;386.75
01/11/2019 24;329.35;386.75
02/11/2019 01;329.28;386.75
02/11/2019 02;329.19;386.77
02/11/2019 03;329.10;386.77
02/11/2019 04;329.01;386.77
02/11/2019 05;328.91;386.80
02/11/2019 06;328.84;386.80
02/11/2019 07;328.86;386.80
02/11/2019 08;328.87;386.80
02/11/2019 09;328.89;386.80
02/11/2019 10;328.91;386.80
02/11/2019 11;328.93;386.80
02/11/2019 12;328.95;386.80
02/11/2019 13;328.97;386.80
02/11/2019 14;328.99;386.80
02/11/2019 15;329.01;386.80
02/11/2019 16;329.03;386.80
02/11/2019 17;329.05;386.80
02/11/2019 18;329.07;386.80
02/11/2019 19;329.09;386.80
02/11/2019 20;329.10;386.80
02/11/2019 21;329.12;386.80
02/11/2019 22;329.14;386.80
02/11/2019 23;329.13;386.82
02/11/2019 24;329.05;386.82
03/11/2019 01;328.95;386.80
03/11/2019 02;328.84;386.82
03/11/2019 03;328.74;386.82
03/11/2019 04;328.63;386.85
03/11/2019 05;328.53;386.87
03/11/2019 06;328.42;386.87
03/11/2019 07;328.43;386.87
03/11/2019 08;328.45;386.87
03/11/2019 09;328.46;386.87
03/11/2019 10;328.46;386.87
03/11/2019 11;328.48;386.87
03/11/2019 12;328.50;386.87
03/11/2019 13;328.50;386.87
03/11/2019 14;328.52;386.87
03/11/2019 15;328.52;386.87
03/11/2019 16;328.55;386.87
03/11/2019 17;328.56;386.87
03/11/2019 18;328.57;386.87
03/11/2019 19;328.57;386.87
03/11/2019 20;328.59;386.87
03/11/2019 21;328.59;386.87
03/11/2019 22;328.61;386.87
03/11/2019 23;328.61;386.87
03/11/2019 24;328.63;386.87
04/11/2019 01;328.63;386.87
04/11/2019 02;328.65;386.87
04/11/2019 03;328.66;386.87
04/11/2019 04;328.66;386.87
04/11/2019 05;328.68;386.87
04/11/2019 06;328.68;386.87
04/11/2019 07;328.70;386.87
04/11/2019 08;328.70;386.87
04/11/2019 09;328.72;386.87
04/11/2019 10;328.72;386.88
04/11/2019 11;328.72;386.88
04/11/2019 12;328.74;386.88
04/11/2019 13;328.75;386.88
04/11/2019 14;328.76;386.88
04/11/2019 15;328.77;386.88
04/11/2019 16;328.77;386.88
04/11/2019 17;328.77;386.88
04/11/2019 18;328.79;386.88
04/11/2019 19;328.79;386.88
04/11/2019 20;328.79;386.88
04/11/2019 21;328.81;386.88
04/11/2019 22;328.81;386.88
04/11/2019 23;328.83;386.88
04/11/2019 24;328.83;386.88
05/11/2019 01;328.83;386.88
05/11/2019 02;328.85;386.88
05/11/2019 03;328.85;386.88
05/11/2019 04;328.85;386.88
05/11/2019 05;328.87;386.88
05/11/2019 06;328.87;386.88
05/11/2019 07;328.88;386.88
05/11/2019 08;328.88;386.88
05/11/2019 09;328.88;386.88
05/11/2019 10;328.88;386.85
05/11/2019 11;328.90;386.85
05/11/2019 12;328.90;386.85
05/11/2019 13;328.90;386.82
05/11/2019 14;328.92;386.82
05/11/2019 15;328.92;386.82
05/11/2019 16;328.92;386.80
05/11/2019 17;328.94;386.77
05/11/2019 18;328.94;386.77
05/11/2019 19;328.94;386.77
05/11/2019 20;328.94;386.75
05/11/2019 21;328.96;386.75
05/11/2019 22;328.96;386.75
05/11/2019 23;328.97;386.73
05/11/2019 24;328.97;386.71
06/11/2019 01;328.97;386.71
06/11/2019 02;328.97;386.71
06/11/2019 03;328.99;386.69
06/11/2019 04;328.99;386.69
06/11/2019 05;329.00;386.66
06/11/2019 06;329.00;386.66
06/11/2019 07;329.01;386.64
06/11/2019 08;329.01;386.64
06/11/2019 09;329.01;386.64
06/11/2019 10;329.01;386.62
06/11/2019 11;329.01;386.62
06/11/2019 12;329.03;386.60
06/11/2019 13;329.03;386.60
06/11/2019 14;329.03;386.60
06/11/2019 15;329.03;386.58
06/11/2019 16;329.03;386.58
06/11/2019 17;329.05;386.55
06/11/2019 18;329.05;386.55
06/11/2019 19;329.05;386.53
06/11/2019 20;329.05;386.53
06/11/2019 21;329.05;386.51
06/11/2019 22;329.07;386.51
06/11/2019 23;329.07;386.51
06/11/2019 24;329.07;386.49
07/11/2019 01;329.08;386.49
07/11/2019 02;329.08;386.49
07/11/2019 03;329.08;386.47
07/11/2019 04;329.08;386.47
07/11/2019 05;329.08;386.44
07/11/2019 06;329.10;386.44
07/11/2019 07;329.10;386.42
07/11/2019 08;329.10;386.42
07/11/2019 09;329.10;386.40
07/11/2019 10;329.10;386.40
07/11/2019 11;329.12;386.40
07/11/2019 12;329.12;386.38
07/11/2019 13;329.12;386.38
07/11/2019 14;329.12;386.38
07/11/2019 15;329.12;386.36
07/11/2019 16;329.12;386.36
07/11/2019 17;329.14;386.36
07/11/2019 18;329.14;386.32
07/11/2019 19;329.14;386.32
07/11/2019 20;329.14;386.32
07/11/2019 21;329.14;386.30
07/11/2019 22;329.14;386.30
07/11/2019 23;329.16;386.30
07/11/2019 24;329.16;386.30
08/11/2019 01;329.16;386.27
08/11/2019 02;329.16;386.27
08/11/2019 03;329.16;386.27
08/11/2019 04;329.16;386.25
08/11/2019 05;329.16;386.25
08/11/2019 06;329.18;386.23
08/11/2019 07;329.18;386.23
08/11/2019 08;329.18;386.21
08/11/2019 09;329.18;386.21
08/11/2019 10;329.19;386.19
08/11/2019 11;329.19;386.19
08/11/2019 12;329.19;386.19
08/11/2019 13;329.19;386.17
08/11/2019 14;329.20;386.17
08/11/2019 15;329.20;386.14
08/11/2019 16;329.20;386.14
08/11/2019 17;329.21;386.12
08/11/2019 18;329.21;386.12
